Descriptores,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018<P>,2019<P>
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos para impresión y fabricación de anuncios,0.009,0.011,0.01,0.01,0.011,0.01,0.011,0.01,0.011,0.009,0.009,0.008
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Bienes|Artículos y accesorios para artes plásticas, escultóricas y dibujo<C1>",0.011,0.012,0.012,0.012,0.011,0.011,0.011,0.013,0.018,0.012,0.015,0.015
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios,1.052,1.179,1.078,0.966,0.941,0.953,0.893,0.818,0.709,0.676,0.663,0.685
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de artículos (discos, instrumentos musicales, proyectores, producción audiovisual entre otros)<C2>",0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.006,0.005,0.005,0.005,0.005
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Alquiler de sitios (teatros, auditorios, estadios, entre otros)",0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de apoyo a la edición, diseño y publicidad",0.011,0.011,0.01,0.01,0.009,0.01,0.01,0.009,0.009,0.009,0.009,0.009
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios de medios de comunicación (internet),1.006,1.131,1.034,0.923,0.899,0.909,0.849,0.772,0.665,0.635,0.623,0.644
"Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios para el registro derechos de autor (composiciones musicales, obras musicales, entre otros)",0.028,0.029,0.027,0.026,0.026,0.027,0.027,0.029,0.027,0.025,0.024,0.026
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Sitios de recreación,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Estructura porcentual|Total cultura|Subtotal de bienes y servicios|Bienes y servicios conexos|Servicios|Servicios auxiliares para la edificación,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS
Estructura porcentual|Total cultura|Gestión pública en actividades culturales,0.164,0.19,0.173,0.172,0.182,0.166,0.161,0.163,0.156,0.143,0.145,0.135
Estructura porcentual|Total cultura|Gestión pública en actividades culturales|Administración federal,0.108,0.129,0.115,0.115,0.123,0.107,0.098,0.1,0.097,0.088,0.092,0.081
Estructura porcentual|Total cultura|Gestión pública en actividades culturales|Administración estatal,0.056,0.061,0.058,0.057,0.059,0.059,0.062,0.062,0.059,0.055,0.053,0.054
Estructura porcentual|Total cultura|Asociaciones y organizaciones civiles,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Estructura porcentual|Total cultura|Producción cultural de los hogares,0.296,0.298,0.295,0.297,0.291,0.299,0.291,0.291,0.296,0.295,0.298,0.304
